bill_id,title,created_at,updated_at,subjects
HB 328,Revise Auditor's Responsibilities.-AB,2013-03-20,2014-03-05,"Legislative Affairs|Public Services|Executive Branch|Other|Budget, Spending, and Taxes|State Agencies|Education"
HB 329,2013 Budget Act.,2013-03-20,2014-03-05,"State Agencies|Public Services|Executive Branch|Budget, Spending, and Taxes"
HB 33,Cleveland/Polk/Rutherford Trapping Repeal.,2013-02-05,2014-03-05,Municipal and County Issues|Animal Rights and Wildlife Issues|Legislative Affairs
HB 330,Planned Community Act/Declarant Rights.,2013-03-20,2014-07-10,Housing and Property|Public Services|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 331,HOAs/Uniform Lien Procedure.,2013-03-20,2014-03-05,Commerce|Legal Issues|Municipal and County Issues|Public Services|Housing and Property|Legislative Affairs
HB 332,Notary Act/Satisfaction of Security Interests.,2013-03-20,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Executive Branch|Labor and Employment|Other|Housing and Property|State Agencies
HB 333,Sex Offender Residency/Regis. Amendments.,2013-03-20,2014-12-03,Public Services|Judiciary|Legal Issues|Legislative Affairs|Crime
HB 334,Buncombe Cty Lottery Fund Use Expansion.,2013-03-20,2014-03-05,"Commerce|Municipal and County Issues|Legislative Affairs|Gambling and Gaming|Technology and Communication|Budget, Spending, and Taxes|Education|Science and Medical Research"
HB 335,Aid Rapid Response to States of Emergency.,2013-03-20,2014-12-03,"Commerce|Public Services|Business and Consumers|Budget, Spending, and Taxes|Health"
HB 336,Continuing Budget Authority.,2013-03-20,2014-03-05,"Senior Issues|Legal Issues|Legislative Affairs|Public Services|Gambling and Gaming|Labor and Employment|Other|Health|Arts and Humanities|Budget, Spending, and Taxes|State Agencies|Education|Welfare and Poverty|Insurance|Technology and Communication"
HB 337,Forsyth Tech Repurpose of Funds.,2013-03-20,2014-03-05,"Municipal and County Issues|Public Services|Technology and Communication|Budget, Spending, and Taxes|Education|Science and Medical Research"
HB 338,WC/Subrogation/Employer Consent.,2013-03-20,2014-03-05,Commerce|Public Services|Insurance|Housing and Property|Labor and Employment
HB 339,Lottery Expenditures.,2013-03-20,2014-03-05,"Gambling and Gaming|Public Services|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Education|Science and Medical Research"
HB 34,Clarify Indecent Exposure Law.,2013-02-05,2014-03-05,Public Services|Legal Issues|Crime
HB 340,Limited Lines Travel Insurance.,2013-03-20,2014-03-05,Commerce|Public Services|Insurance|Legislative Affairs
HB 341,Tax Credit for DoL Apprentice Hires.,2013-03-20,2014-03-05,"Labor and Employment|Public Services|Education|Business and Consumers|Budget, Spending, and Taxes"
HB 343,Courts/Procedure and Fee Amendments.-AB,2013-03-20,2014-03-05,"Family and Children Issues|Municipal and County Issues|Public Services|Judiciary|Other|Budget, Spending, and Taxes|Housing and Property|Legislative Affairs|Legal Issues"
HB 344,Uniform MH Reporting Requirements for NICS.,2013-03-20,2014-03-05,Drugs|Public Services|Other|Health|Judiciary
HB 345,Increase Penalties for Misuse of 911 System.,2013-03-20,2014-03-05,Public Services|Technology and Communication|Legislative Affairs|Crime
HB 346,Governing Bodies/Collect Unpaid Judgments.,2013-03-20,2014-07-02,Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|State Agencies|Legal Issues
HB 347,Amend Greensboro Fire Retirement/Charter.,2013-03-20,2014-03-05,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Other|Housing and Property
HB 348,Public Safety Technology/State ROW.,2013-03-20,2014-07-22,Public Services|Other|Transportation|Municipal and County Issues|Crime
HB 349,Fayetteville/May Disclose Police Complaint.,2013-03-20,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Crime|State Agencies|Civil Liberties and Civil Rights|Business and Consumers
HB 35,Limit State Facilities Finance Act Debt.,2013-02-05,2014-03-05,"Recreation|Legislative Affairs|Public Services|Environmental|Other|Health|Arts and Humanities|Budget, Spending, and Taxes|State Agencies"
HB 350,Court Improvem't Project Juv Law Changes.-AB,2013-03-20,2014-03-05,Family and Children Issues|Municipal and County Issues|Public Services|Judiciary|Crime|Legislative Affairs
HB 351,Study Prescription Drug Abuse by Students.,2013-03-20,2014-03-05,Legislative Affairs|Drugs|Public Services|Other|Health|State Agencies|Education
HB 352,Disapprove Coyote Hunting Rule.,2013-03-20,2014-03-05,Legislative Affairs|Public Services|Environmental|Other|State Agencies|Animal Rights and Wildlife Issues
HB 353,Granville Cty/Renewal Energy Facility Lease.,2013-03-20,2014-03-05,Commerce|Energy|Public Services|Municipal and County Issues
HB 354,2 County Commissioners May Serve/AB Tech. Bd.,2013-03-20,2014-03-05,State Agencies|Education|Other|Legislative Affairs|Municipal and County Issues
HB 355,Lee Co. Flexibility Re: School Calendar.,2013-03-20,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 356,"Customer Srvc., Econ. Dev., and Transport'n.",2013-03-20,2014-03-05,Commerce|Transportation|Legislative Affairs|Public Services|Environmental|Other|State Agencies
HB 357,Retirement Governance Changes Act of 2013.-AB,2013-03-20,2014-03-05,"Senior Issues|Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Education"
HB 358,Retirement Technical Corrections.-AB,2013-03-20,2014-03-05,Senior Issues|Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Crime|Labor and Employment|Other|Military|State Agencies|Education
HB 359,Retirement Administrative Changes Act of 2013.,2013-03-20,2014-03-05,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|Labor and Employment|State Agencies|Education
HB 360,Sunday Hunting on Private Land.,2013-03-20,2014-03-05,Housing and Property|Public Services|Animal Rights and Wildlife Issues|Legal Issues
HB 361,Justice Reinvestment Technical Corrections.-AB,2013-03-20,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|Labor and Employment|State Agencies
HB 362,Dept. of Public Safety Changes.-AB,2013-03-20,2014-03-05,"Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Business and Consumers"
HB 364,Treas. Debt Issuance Accountability/PED Stdy.,2013-03-21,2014-03-05,"State Agencies|Public Services|Legislative Affairs|Budget, Spending, and Taxes"
HB 365,Special Election Chatham Co. School Bd.,2013-03-21,2014-03-05,Campaign Finance and Election Issues|State Agencies|Education|Municipal and County Issues
HB 366,NC Farm Act of 2014.,2013-03-21,2014-08-13,Commerce|Transportation|Municipal and County Issues|Legislative Affairs|Labor and Employment|Public Services|Civil Liberties and Civil Rights|Agriculture and Food|Environmental|Other|Health|Housing and Property|State Agencies|Crime|Business and Consumers|Legal Issues
HB 367,Title to Unclaimed Collections.-AB,2013-03-21,2014-05-15,Housing and Property|Public Services|Business and Consumers|Arts and Humanities|Legal Issues
HB 368,Bd. of Agriculture Forestry/Nursery Appts.-AB,2013-03-21,2014-03-05,Legislative Affairs|Public Services|Executive Branch|Agriculture and Food|Environmental|Other|State Agencies
HB 369,Criminal Law Changes.,2013-03-21,2014-09-20,Guns|Municipal and County Issues|Legislative Affairs|Drugs|Public Services|Family and Children Issues|Immigration|Judiciary|Agriculture and Food|Labor and Employment|Civil Liberties and Civil Rights|Science and Medical Research|Technology and Communication|State Agencies|Crime|Insurance|Legal Issues
HB 37,Cleveland Co. Property Transfer.,2013-02-05,2014-03-05,Business and Consumers|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 370,Shorten Review Period/State Property Sales.-AB,2013-03-21,2014-03-05,Commerce|State Agencies|Business and Consumers|Legal Issues|Housing and Property
HB 371,Chiropractic Assistant Certification/Fee.-AB,2013-03-21,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Health|State Agencies
HB 372,Executive Mansion/Sale of Excess Property.-AB,2013-03-21,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Arts and Humanities|Housing and Property|State Agencies|Legislative Affairs
HB 373,Extend State Hold Harmless Sales Tax Funds.,2013-03-21,2014-03-05,"Commerce|Public Services|State Agencies|Municipal and County Issues|Budget, Spending, and Taxes"
HB 375,Increase Allowed Size of Passenger Buses.,2013-03-21,2014-07-18,Transportation|Municipal and County Issues|Legislative Affairs
HB 376,Establish A+ Schools Special Fund.-AB,2013-03-21,2014-03-05,"Public Services|Other|Education|Arts and Humanities|Budget, Spending, and Taxes"
HB 377,Exempt DCR Fee Changes/Chapter 150B.-AB,2013-03-21,2014-03-05,State Agencies|Other|Arts and Humanities|Municipal and County Issues|Public Services
HB 378,Study Oversight of MPOs.,2013-03-21,2014-03-05,Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Other|State Agencies
HB 379,Amend Veterinary Practice Act/Fees.,2013-03-21,2014-07-10,Legal Issues|Legislative Affairs|Environmental|Public Services|Agriculture and Food|Labor and Employment|Other|Health|State Agencies|Animal Rights and Wildlife Issues
HB 38,Repeal Second Primaries.,2013-02-05,2014-03-05,Campaign Finance and Election Issues|Public Services
HB 380,Define Certified Registered Nurse Anesthetist.,2013-03-21,2014-03-05,Labor and Employment|Public Services|Other|Health
HB 381,Retirement Fiscal Integrity Act of 2013.-AB,2013-03-21,2014-03-05,"Senior Issues|Municipal and County Issues|Legislative Affairs|Public Services|Judiciary|Labor and Employment|Budget, Spending, and Taxes|State Agencies|Education"
HB 382,Pyrotechnics/UNC School of Arts Exception.,2013-03-21,2014-03-05,Public Services|Education|Health|Arts and Humanities|Legal Issues
HB 383,Amend Grain Dealer Licensing Laws.-AB,2013-03-21,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Agriculture and Food|Other
HB 384,Amend Definitions/Property Classif./Equ. Dist.,2013-03-21,2014-03-05,Family and Children Issues|Public Services|Legal Issues|Legislative Affairs|Civil Liberties and Civil Rights
HB 385,Youth Accountability Task Force.,2013-03-21,2014-03-05,"Legal Issues|Family and Children Issues|Public Services|Judiciary|Executive Branch|Crime|Other|Budget, Spending, and Taxes|State Agencies|Education|Legislative Affairs"
HB 386,Evidence & DNA Expunction Laws.-AB,2013-03-21,2014-03-05,Legal Issues|Public Services|Judiciary|Crime|Health|Technology and Communication|Science and Medical Research
HB 387,Amend Certain Criminal Provisions.-AB,2013-03-21,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|Guns
HB 388,Assigned Counsel/Amend and Clarify.-AB,2013-03-21,2014-03-05,Legislative Affairs|Public Services|Judiciary|Labor and Employment|Other|Welfare and Poverty
HB 389,Restore Hold Harmless Sales Tax Funds.,2013-03-21,2014-03-05,"Commerce|Public Services|Budget, Spending, and Taxes|Municipal and County Issues"
HB 39,Western Crime Lab Funds.,2013-02-05,2014-03-05,"Legal Issues|Municipal and County Issues|Public Services|Judiciary|Crime|Budget, Spending, and Taxes|State Agencies|Science and Medical Research"
HB 390,State IT Governance Changes.-AB,2013-03-21,2014-12-03,Public Services|Technology and Communication|Legislative Affairs|Science and Medical Research
HB 391,Volunteer Service in Retirement.,2013-03-21,2014-03-05,Senior Issues|Legislative Affairs|Family and Children Issues|Public Services|Judiciary|Labor and Employment|Other
HB 392,Warrant Status/Drug Screen Public Assist.,2013-03-21,2014-03-05,Social Issues|Education|Legal Issues|Legislative Affairs|Drugs|Public Services|Municipal and County Issues|Judiciary|Executive Branch|Crime|Labor and Employment|Health|Technology and Communication|State Agencies|Civil Liberties and Civil Rights|Business and Consumers|Welfare and Poverty
HB 393,Essential Funding for Public Schools.-AB,2013-03-21,2014-03-05,"Family and Children Issues|Energy|Labor and Employment|Health|Budget, Spending, and Taxes|State Agencies|Education|Public Services"
HB 394,Extend Rehabilitation Tax Credits.-AB,2013-03-21,2014-03-05,"Housing and Property|Public Services|Business and Consumers|Arts and Humanities|Budget, Spending, and Taxes"
HB 395,Exempt DCR from Umstead Act.-AB,2013-03-21,2014-03-05,Commerce|Public Services|Arts and Humanities
HB 396,Enact Private Well Water Education Act.-AB,2013-03-21,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Health|State Agencies|Education
HB 397,Expand District Judge Eligibility.,2013-03-21,2014-03-05,Government Reform|Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|Campaign Finance and Election Issues|Labor and Employment
HB 398,Systematically Reform Medicaid.-AB,2013-03-21,2014-03-05,State Agencies|Public Services|Health|Insurance|Welfare and Poverty
HB 399,Amend Laws Pertaining to DHHS.-AB,2013-03-21,2014-12-03,Legal Issues|Family and Children Issues|Public Services|Municipal and County Issues|Judiciary|Crime|Health|Technology and Communication|State Agencies|Insurance|Legislative Affairs|Welfare and Poverty
HB 4,UI Fund Solvency & Program Changes.,2013-02-05,2014-03-05,"Commerce|Legislative Affairs|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Insurance"
HB 40,Amend Habitual DWI.,2013-02-05,2014-03-05,Public Services|Transportation|Judiciary|Crime
HB 400,DCR/Generate Revenue/Vendor Services.-AB,2013-03-21,2014-03-05,Agriculture and Food|Labor and Employment|Public Services|Business and Consumers|Arts and Humanities
HB 401,Efficient and Affordable Energy Rates.,2013-03-21,2014-03-05,"Commerce|State Agencies|Public Services|Budget, Spending, and Taxes|Environmental"
HB 402,TRICARE Supplement for Flex Accounts.,2013-03-21,2014-03-05,Legislative Affairs|Public Services|Labor and Employment|Health|Military|Insurance
HB 403,Assess Propane Dealers/Distributors.,2013-03-21,2014-03-05,"Commerce|Energy|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers|Public Services"
HB 404,Camden Local Stormwater Fees.,2013-03-21,2014-03-05,"Commerce|Municipal and County Issues|Legislative Affairs|Public Services|Other|Budget, Spending, and Taxes|Housing and Property|Legal Issues"
HB 405,Judges and Clerks/Concealed Handgun Permit.,2013-03-21,2014-03-05,Public Services|Guns|Judiciary|Legal Issues
HB 406,Local Flexibility Re: School Calendar.,2013-03-21,2014-03-05,State Agencies|Education|Legislative Affairs|Municipal and County Issues
HB 407,Trustee-Atty Fee/Foreclosures/Clerk Approval.,2013-03-24,2014-03-05,Commerce|Legislative Affairs|Public Services|Judiciary|Labor and Employment|Other|Housing and Property
