bill_id,title,created_at,updated_at,subjects
HB 424,School Calendar Flexibility/Cabarrus County.,2013-03-27,2014-03-05,State Agencies|Education|Legislative Affairs|Municipal and County Issues
HB 425,Public Emp. Applicants/Criminal Histories.,2013-03-27,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Labor and Employment|State Agencies|Crime
HB 426,Public Emp. Applicants/Criminal Convictions.,2013-03-27,2014-03-05,Labor and Employment|Public Services|State Agencies|Crime
HB 427,Middlesex/Extend Mayor's Term to Four Years.,2013-03-27,2014-03-05,Campaign Finance and Election Issues|Government Reform|Other|Municipal and County Issues|Legislative Affairs
HB 428,North Carolina School Bus Safety Act.,2013-03-27,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|Other|Education
HB 429,Nondiscrimination in State Employment.,2013-03-27,2014-03-05,Labor and Employment|Public Services|State Agencies|Sexual Orientation and Gender Issues|Civil Liberties and Civil Rights
HB 43,Ignition Interlock - All DWI.,2013-02-05,2014-03-05,"Transportation|Legal Issues|Public Services|Crime|Other|Budget, Spending, and Taxes"
HB 430,DOT/Reactivate ROW.,2013-03-27,2014-03-05,Public Services|Transportation|Municipal and County Issues
HB 431,Anson County/Economic Development Funds.,2013-03-27,2014-03-05,"Commerce|State Agencies|Public Services|Budget, Spending, and Taxes|Municipal and County Issues"
HB 432,State Temps. Apply Like Perm. Emps.,2013-03-27,2014-03-05,Labor and Employment|Public Services|State Agencies
HB 433,Land Use Surrounding Military Installations.,2013-03-27,2014-12-03,Military|Public Services|Municipal and County Issues|Legislative Affairs|Housing and Property
HB 434,TANF Funds for Boys and Girls Clubs.,2013-03-27,2014-12-03,"Family and Children Issues|Public Services|Health|Budget, Spending, and Taxes|Federal, State, and Local Relations|State Agencies|Business and Consumers|Welfare and Poverty"
HB 435,School Performance Grades.,2013-03-27,2014-12-03,State Agencies|Education|Public Services|Legislative Affairs
HB 436,Gubernatorial Team Ticket.,2013-03-27,2014-03-05,Government Reform|Legislative Affairs|Public Services|Executive Branch|Campaign Finance and Election Issues|State Agencies
HB 437,Create NC Veterans Fund & Tax Return Checkoff.,2013-03-27,2014-03-05,"Military|Public Services|Budget, Spending, and Taxes|Labor and Employment"
HB 438,DCR/Generate Revenue/Vendor Services.,2013-03-27,2014-12-03,Agriculture and Food|Labor and Employment|Public Services|Business and Consumers|Arts and Humanities
HB 439,Economic Development Jobsites Program.,2013-03-27,2014-03-05,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|Housing and Property|Legal Issues"
HB 44,Transition to Digital Learning in Schools.,2013-02-05,2014-12-03,Legislative Affairs|Municipal and County Issues|Technology and Communication|State Agencies|Education|Science and Medical Research
HB 440,North Carolina Benefit Corporation Act.,2013-03-27,2014-03-05,Commerce|Public Services|Business and Consumers|Executive Branch|Municipal and County Issues
HB 441,Robeson County Drainage District.,2013-03-27,2014-03-05,State Agencies|Other|Municipal and County Issues|Legislative Affairs
HB 442,Municipal Incorporation Changes.,2013-03-28,2014-03-05,Public Services|Municipal and County Issues
HB 443,NC Public Charter School Board.,2013-03-28,2014-12-03,"Legislative Affairs|Public Services|Executive Branch|Other|Budget, Spending, and Taxes|State Agencies|Education"
HB 445,NCSU Turtle Rescue Team Special Plate.,2013-03-28,2014-03-05,Transportation|Legal Issues|Public Services|Environmental|Other|Health|Education|Animal Rights and Wildlife Issues
HB 446,Morehead Planetarium Special Plate.,2013-03-28,2014-03-05,Public Services|Other|Transportation|Legal Issues|Science and Medical Research
HB 447,Restore Teaching Fellows Program.,2013-03-28,2014-12-03,State Agencies|Education|Public Services|Legislative Affairs
HB 448,Contain Counties' Inmate Medical Costs.,2013-03-28,2014-03-05,Public Services|Health|Insurance|Municipal and County Issues|Crime
HB 449,State Contracts/Furniture.,2013-03-28,2014-03-05,Commerce|Legislative Affairs|Public Services|Labor and Employment|Housing and Property|Business and Consumers
HB 45,Internet Access for Public Schools.,2013-02-05,2014-12-03,State Agencies|Education|Technology and Communication|Legislative Affairs|Public Services
HB 450,Criminal Contempt/Bail Procedure.,2013-03-28,2014-03-05,Public Services|Education|Family and Children Issues|Legislative Affairs|Legal Issues
HB 451,Election Omnibus.,2013-03-28,2014-03-05,Legal Issues|Labor and Employment|Public Services|Judiciary|Campaign Finance and Election Issues|Environmental|Other|State Agencies
HB 452,2013 School Safety Act.,2013-03-28,2014-03-05,"Legal Issues|Public Services|Crime|Other|Health|Budget, Spending, and Taxes|Housing and Property|State Agencies|Education"
HB 453,Correct Taxation of Computer Software.,2013-03-28,2014-03-05,"Commerce|Legal Issues|Public Services|Technology and Communication|Budget, Spending, and Taxes|Housing and Property|Science and Medical Research"
HB 454,Career Prep Adult High Schools.,2013-03-28,2014-03-05,"Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Budget, Spending, and Taxes|State Agencies|Education"
HB 455,Voting Improvement Act.,2013-03-28,2014-03-05,"Municipal and County Issues|Crime|Campaign Finance and Election Issues|Labor and Employment|Technology and Communication|Budget, Spending, and Taxes|State Agencies"
HB 456,DV Fatality Review Team/Mecklenburg Co.,2013-03-28,2014-03-05,Social Issues|Municipal and County Issues|Family and Children Issues|Sexual Orientation and Gender Issues|Crime|Other|Legislative Affairs
HB 457,Taxpayer Standing Act.,2013-03-28,2014-03-05,"Public Services|Budget, Spending, and Taxes|Legal Issues|Legislative Affairs|Judiciary"
HB 458,Public Hospital Conveyances.,2013-03-28,2014-06-27,"Commerce|Transportation|Municipal and County Issues|Legislative Affairs|Environmental|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies|Business and Consumers|Legal Issues"
HB 459,Chronic Care Coordination Act.,2013-03-28,2014-07-23,Legislative Affairs|Public Services|Labor and Employment|Health|State Agencies|Education|Insurance|Welfare and Poverty
HB 460,Expedite Voter List Maintenance.,2013-03-28,2014-03-05,Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Other|Health|Technology and Communication|State Agencies
HB 461,Judicial Department Travel Reimbursement.,2013-03-28,2014-03-05,"Labor and Employment|Public Services|Judiciary|Budget, Spending, and Taxes"
HB 462,Increase Family Court Fee.,2013-03-28,2014-03-05,"Legislative Affairs|Family and Children Issues|Public Services|Judiciary|Other|Budget, Spending, and Taxes|Legal Issues"
HB 463,UNC/Phys Ed Credit for Veterans.,2013-03-28,2014-03-05,Military|State Agencies|Education|Public Services|Labor and Employment
HB 464,Salary Increase for School Employees.,2013-03-28,2014-03-05,"Legal Issues|Public Services|Labor and Employment|Health|Budget, Spending, and Taxes|State Agencies|Education"
HB 465,No Possession of Firearms/Undocumented Aliens.,2013-03-28,2014-03-05,Legal Issues|Public Services|Guns|Immigration|Crime
HB 466,Amend Private Protective Services Act/Fees.,2013-03-28,2014-03-05,Labor and Employment|State Agencies|Other|Legal Issues|Public Services
HB 467,Breast Density Notification & Awareness.,2013-03-28,2014-03-05,Legislative Affairs|Public Services|Sexual Orientation and Gender Issues|Health|State Agencies|Science and Medical Research
HB 468,High Point Elections/Tryon Charter Amendments.,2013-03-28,2014-03-05,Campaign Finance and Election Issues|Government Reform|Municipal and County Issues|Legislative Affairs
HB 469,Additional Budget Flexibility/Public Schools.,2013-03-28,2014-03-05,"State Agencies|Education|Municipal and County Issues|Budget, Spending, and Taxes|Public Services"
HB 470,School Calendar Flexibility/Certain Counties.,2013-03-28,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 471,Vance/Warren/Renewable Energy Facility Siting.,2013-03-28,2014-03-05,Commerce|Public Services|Legal Issues|Municipal and County Issues
HB 472,Auto Insurance Rate-making Reform.,2013-03-29,2014-03-05,Commerce|Transportation|Public Services|Other|State Agencies|Business and Consumers|Insurance
HB 473,NC Captive Insurance Act.,2013-03-29,2014-12-03,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Executive Branch|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Business and Consumers|Insurance|Legal Issues"
HB 474,Redeposit Govt. Funds Into Ins. Deposit Acct.,2013-03-29,2014-03-05,"Commerce|Public Services|Municipal and County Issues|Budget, Spending, and Taxes|Legislative Affairs"
HB 475,Ferry Tolling Alternatives.,2013-03-29,2014-03-05,"Environmental|Public Services|Other|Transportation|Budget, Spending, and Taxes"
HB 476,Rewrite Underground Damage Prevention Act.,2013-03-29,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Technology and Communication|Housing and Property
HB 477,Allison's Law/Use of GPS Tracking Device/DVPO.,2013-03-29,2014-03-05,Social Issues|Legal Issues|Family and Children Issues|Public Services|Judiciary|Sexual Orientation and Gender Issues|Crime|Technology and Communication|State Agencies
HB 478,Town of Matthews Special Plate.,2013-03-29,2014-03-05,Public Services|Other|Transportation|Legal Issues|Municipal and County Issues
HB 479,Amend Electrolysis Practice Act/Fees.,2013-03-29,2014-03-05,"Legal Issues|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Education"
HB 48,Operation of Mopeds.,2013-02-05,2014-03-05,Public Services|Transportation|Insurance|Legal Issues
HB 480,Environmental Permitting Reform.,2013-03-29,2014-03-05,Agriculture and Food|Environmental|State Agencies|Public Services|Legislative Affairs
HB 481,Reduce Needle Stick Injuries.,2013-03-29,2014-03-05,Legal Issues|Drugs|Public Services|Crime|Labor and Employment|Other|Health
HB 482,Mediation Amendments.,2013-03-29,2014-03-05,"Social Issues|Municipal and County Issues|Public Services|Judiciary|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies"
HB 483,Eliminate Unnecessary Educator Reporting.,2013-03-29,2014-03-05,Municipal and County Issues|Public Services|Labor and Employment|Other|State Agencies|Education
HB 484,Permitting of Wind Energy Facilities.,2013-03-29,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Energy|Municipal and County Issues|Environmental|Military|Public Services
HB 485,Stock Car Racing Theme Plate Proceeds.,2013-03-29,2014-12-03,"Recreation|Public Services|Transportation|Legal Issues|Budget, Spending, and Taxes"
HB 486,Wake Municipalities/Doughnut Annexations.,2013-03-29,2014-03-05,Municipal and County Issues
HB 488,Regionalization of Public Utilities.,2013-03-29,2014-03-05,State Agencies|Public Services|Legislative Affairs|Municipal and County Issues
HB 489,Clarify Electric Load Control Process.,2013-04-02,2014-03-05,Commerce|Legal Issues|Public Services|Labor and Employment|Other|Housing and Property|State Agencies
HB 49,Firearm in Locked Motor Vehicle/Parking Lot.,2013-02-05,2014-12-03,Public Services|Transportation|Guns
HB 490,Lee County Elections.,2013-04-02,2014-03-05,Campaign Finance and Election Issues|State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 491,School Resource Officers/Lee County.,2013-04-02,2014-03-05,"Legislative Affairs|Municipal and County Issues|Public Services|Crime|Other|Budget, Spending, and Taxes|State Agencies|Education|Business and Consumers|Legal Issues"
HB 492,Safeguard Qualified Individuals-Medicaid PCS.,2013-04-02,2014-03-05,Senior Issues|Legislative Affairs|Public Services|Health|State Agencies|Insurance|Welfare and Poverty
HB 493,Robbinsville/Graham Occupancy Tax.,2013-04-02,2014-03-05,"Commerce|Legislative Affairs|Municipal and County Issues|Other|Budget, Spending, and Taxes|Business and Consumers"
HB 495,Modify NC Human Trafficking Comm. Membership.,2013-04-02,2014-03-05,Legislative Affairs|Public Services|Executive Branch|Civil Liberties and Civil Rights|Other|State Agencies|Crime
HB 496,School Calendar Flexibility/Mooresville.,2013-04-02,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 497,Distribute Some Criminal Penalties Statewide.,2013-04-03,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Executive Branch|Crime|State Agencies|Education
HB 498,Autism Health Insurance Coverage.,2013-04-03,2014-03-05,Public Services|Health|Insurance|Civil Liberties and Civil Rights
HB 499,Increase Fine for Texting While Driving.,2013-04-03,2014-09-20,Public Services|Transportation|Legal Issues|Technology and Communication|Crime
HB 5,Temporary Funding/Group Homes & SCUs.,2013-02-05,2014-03-05,"Legislative Affairs|Public Services|Health|Budget, Spending, and Taxes|State Agencies|Insurance|Welfare and Poverty"
HB 500,Kannapolis Annexations.,2013-04-03,2014-03-05,Legislative Affairs|Municipal and County Issues
HB 501,Buncombe Cty/Community College Projects.,2013-04-03,2014-03-05,"Housing and Property|Legislative Affairs|Municipal and County Issues|Budget, Spending, and Taxes"
HB 502,Transylvania/Polk Magistrate Funds.,2013-04-03,2014-03-05,"Public Services|Municipal and County Issues|Budget, Spending, and Taxes|Judiciary"
HB 503,School Calendar Flexibility/Certain Counties.,2013-04-03,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 504,Local Electronic Notice.,2013-04-03,2014-03-05,Legislative Affairs|Other|Technology and Communication|Municipal and County Issues
HB 505,Extend DSWC Animal Waste Inspections.,2013-04-03,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Other|Animal Rights and Wildlife Issues|Legal Issues
HB 506,Weddington/Fire Dept Agreements.,2013-04-03,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Other|Business and Consumers
HB 509,School Calendar Flex/Charlotte-Meck Schools.,2013-04-03,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 51,Increase Access To Career/Technical Ed.,2013-02-05,2014-03-05,Labor and Employment|State Agencies|Education|Public Services|Legislative Affairs
HB 510,Foster Care Children's Bill of Rights.,2013-04-03,2014-03-05,Public Services|Family and Children Issues|Legislative Affairs|Crime
HB 511,Noncovered Vision Services.,2013-04-03,2014-03-05,Public Services|Health|Insurance
HB 512,Central Carolina Com. Coll. Trustee Elections.,2013-04-03,2014-03-05,Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|Other|State Agencies|Education
HB 513,Clarify Dealer Plates Law.,2013-04-03,2014-03-05,Commerce|Public Services|Transportation|Legal Issues
HB 515,Amend Credit Union Laws.,2013-04-03,2014-03-05,Family and Children Issues|Commerce|Public Services|Legal Issues|Legislative Affairs
HB 516,Name/Address of Lottery Winner Confidential.,2013-04-03,2014-03-05,State Agencies|Business and Consumers|Public Services|Gambling and Gaming|Civil Liberties and Civil Rights
HB 517,Rockingham/No Right-of-Way Spotlighting.,2013-04-03,2014-03-05,Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Environmental|State Agencies|Animal Rights and Wildlife Issues
HB 518,Second Amendment Protection Act.,2013-04-03,2014-03-05,Commerce|Legislative Affairs|Public Services|Executive Branch|State Agencies|Guns
HB 519,Property Insurance Rate-Making Reform.,2013-04-03,2014-03-05,Commerce|Legal Issues|Public Services|Other|Business and Consumers|Insurance
HB 520,Convert Air Carrier Fuel Refund to Exemption.,2013-04-03,2014-03-05,"Commerce|Energy|Transportation|Public Services|Budget, Spending, and Taxes"
HB 521,Governance of Dep't of Public Instruction.,2013-04-03,2014-03-05,Government Reform|Legislative Affairs|Public Services|Executive Branch|Campaign Finance and Election Issues|Other|State Agencies|Education
HB 522,Foreign Laws/Protect Constitutional Rights.,2013-04-03,2014-03-05,Housing and Property|Public Services|Legislative Affairs
HB 523,Pitt Co. Bd. of Education.,2013-04-03,2014-03-05,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|Other|State Agencies|Education
HB 524,Greensboro Charter Amendments.,2013-04-03,2014-03-05,Commerce|Legislative Affairs|Municipal and County Issues|Other|Housing and Property|State Agencies|Business and Consumers
HB 525,City of Greensboro/Motor Vehicle Tax.,2013-04-03,2014-03-05,"Housing and Property|Transportation|Municipal and County Issues|Budget, Spending, and Taxes|Legal Issues"
HB 526,Chadbourn Voluntary Annexation.,2013-04-03,2014-03-05,Legislative Affairs|Municipal and County Issues
HB 527,High Point MPO.,2013-04-03,2014-03-05,Legislative Affairs|Transportation|Legal Issues|Municipal and County Issues
HB 528,Mass Layoffs/Displaced Worker Assistance.,2013-04-03,2014-03-05,Commerce|Public Services|Executive Branch|Labor and Employment|State Agencies|Insurance
HB 529,Edgecombe County Occupancy Tax Authorization.,2013-04-03,2014-03-05,"Commerce|Legislative Affairs|Municipal and County Issues|Other|Budget, Spending, and Taxes|Business and Consumers"
HB 53,NC Right to Work/Secret Ballot Amendments.,2013-02-05,2014-03-05,Commerce|Government Reform|Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Labor and Employment|State Agencies
HB 530,Buncombe MPO Membership.,2013-04-03,2014-03-05,State Agencies|Transportation|Legislative Affairs|Municipal and County Issues|Legal Issues
HB 531,"Weaverville, Buncombe & Henderson.",2013-04-03,2014-06-27,Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Other|Arts and Humanities
HB 532,No Drinking in EMS & Law Enforcement Vehicles.,2013-04-03,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Labor and Employment|Other
HB 533,Detention of Mentally Ill in Facility.,2013-04-04,2014-03-05,Municipal and County Issues|Legislative Affairs|Crime|Health|Business and Consumers|Legal Issues
HB 534,Rebuttable Presumption/Shared Parenting.,2013-04-04,2014-03-05,Public Services|Judiciary|Family and Children Issues|Legal Issues
HB 535,All Arrestees Fingerprinted/Photographed.,2013-04-04,2014-03-05,Legislative Affairs|Public Services|Judiciary|Crime|Other|Technology and Communication|State Agencies
HB 536,Ignition Interlock Req'd/All DWIs.,2013-04-04,2014-03-05,"Transportation|Legal Issues|Drugs|Public Services|Judiciary|Crime|Other|Budget, Spending, and Taxes|Education|Welfare and Poverty"
HB 537,Edenton-Chowan Sch. Bd. Terms.,2013-04-04,2014-03-05,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|State Agencies|Education
HB 538,Apex Land Use Changes.,2013-04-04,2014-03-05,State Agencies|Legislative Affairs|Municipal and County Issues|Legal Issues
HB 539,MAP 21 Conforming Revisions.,2013-04-04,2014-03-05,Transportation|Legal Issues|Public Services|Judiciary|Crime|Welfare and Poverty
HB 540,Turnpike Authority/No Bill Until $5 Owed.,2013-04-04,2014-03-05,State Agencies|Other|Transportation|Public Services
HB 541,Durham Voluntary Annexations.,2013-04-04,2014-03-05,Other|Legislative Affairs|Municipal and County Issues
HB 542,Charlotte Checkers Special Plate.,2013-04-04,2014-03-05,"Transportation|Legal Issues|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|Business and Consumers"
HB 543,Guardianship Roles of MHDDSA Providers.,2013-04-04,2014-03-05,"Senior Issues|Legislative Affairs|Family and Children Issues|Drugs|Public Services|Civil Liberties and Civil Rights|Health|Budget, Spending, and Taxes|Federal, State, and Local Relations|Business and Consumers"
HB 544,Wilmington Charter/Civil Service Commission.,2013-04-04,2014-03-05,Labor and Employment|State Agencies|Other|Municipal and County Issues|Legislative Affairs
HB 545,Modify Henderson Co. Occupancy Tax.,2013-04-04,2014-03-05,"Commerce|Legislative Affairs|Municipal and County Issues|Other|Budget, Spending, and Taxes|Business and Consumers"
HB 546,Roanoke Rapids Graded School District.,2013-04-04,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 547,Tax & Regulate Video Sweepstakes.,2013-04-04,2014-03-05,"Commerce|Gambling and Gaming|Public Services|Technology and Communication|Budget, Spending, and Taxes|Education|Legal Issues"
HB 548,Marine Fisheries Rulebook Production.,2013-04-04,2014-03-05,Legal Issues|Public Services|Agriculture and Food|Environmental|Other|Technology and Communication
HB 549,Recognize Chowanoke Nation.,2013-04-04,2014-03-05,Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Indigenous Peoples|State Agencies|Education
HB 550,NCSC Special Plate.,2013-04-04,2014-03-05,"Transportation|Legal Issues|Public Services|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers|Animal Rights and Wildlife Issues"
HB 551,Amend Wilmington Firefighters' Relief Fund.,2013-04-04,2014-03-05,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|State Agencies
HB 552,Remove Area from County Service District.,2013-04-04,2014-03-05,"Public Services|Municipal and County Issues|Legislative Affairs|Budget, Spending, and Taxes"
HB 553,Amend Carteret Co. Occupancy Tax.,2013-04-04,2014-03-05,"Recreation|Municipal and County Issues|Legislative Affairs|Social Issues|Agriculture and Food|Environmental|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers"
HB 554,Winston-Salem Franchises.,2013-04-04,2014-03-05,Commerce|Public Services|Business and Consumers|Municipal and County Issues
HB 555,Design-Build/Buncombe.,2013-04-04,2014-03-05,Housing and Property|Business and Consumers|Legislative Affairs|Municipal and County Issues|Labor and Employment
HB 556,Various Special Plates.,2013-04-04,2014-03-05,Recreation|Transportation|Legal Issues|Municipal and County Issues|Labor and Employment|Public Services|Crime|Environmental|Other|Arts and Humanities|Military|Animal Rights and Wildlife Issues
HB 557,Utilities/MI-Connection/Service Area.,2013-04-04,2014-03-05,State Agencies|Education|Public Services|Municipal and County Issues|Technology and Communication
HB 558,Soil & Water/Regional Jails Refunds.,2013-04-04,2014-06-27,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Crime|Agriculture and Food|Environmental|Budget, Spending, and Taxes"
HB 559,Teen Dating Violence Prevention Act.,2013-04-04,2014-03-05,Social Issues|Family and Children Issues|Public Services|Sexual Orientation and Gender Issues|Crime|Health|Education
HB 56,Amend State Contract Review Laws.,2013-02-05,2014-03-05,Legislative Affairs|Public Services|Executive Branch|Labor and Employment|State Agencies|Education|Business and Consumers
HB 560,Economical School Bus Replacement Criteria.,2013-04-04,2014-03-05,Commerce|Transportation|Municipal and County Issues|Public Services|State Agencies|Education
HB 561,Henderson Occupancy Tax Authorization.,2013-04-04,2014-03-05,"Commerce|Other|Business and Consumers|Budget, Spending, and Taxes|Municipal and County Issues"
HB 562,Cramerton Charter Revisal.,2013-04-04,2014-03-05,Other|Municipal and County Issues|Legislative Affairs
HB 563,Foreign Trade Zone/Expand Def of Pub Corp.,2013-04-04,2014-03-05,Commerce|Public Services|Other|Municipal and County Issues|Trade
HB 564,Montreat & Biltmore Forest Land Use.,2013-04-04,2014-03-05,Housing and Property|Legal Issues|Municipal and County Issues
HB 565,Amend Real Estate Appraisers' Laws/Fees.,2013-04-04,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Housing and Property|State Agencies
HB 567,Lumberton Deannexation.,2013-04-04,2014-03-05,Legislative Affairs|Municipal and County Issues
HB 568,Asheville Deannexation.,2013-04-04,2014-03-05,Municipal and County Issues
HB 569,Foxfire/Satellite Annexations.,2013-04-04,2014-06-27,Legislative Affairs|Municipal and County Issues
HB 57,Child Nutrition Program Solvency and Support.,2013-02-05,2014-03-05,"Municipal and County Issues|Legislative Affairs|Public Services|Agriculture and Food|Health|Budget, Spending, and Taxes|State Agencies|Education"
HB 570,Notify Family of Cemetery Construction.,2013-04-04,2014-03-05,Housing and Property|Public Services|Other
HB 571,Collaboration Among State Diabetes Programs.,2013-04-04,2014-03-05,Other|State Agencies|Education|Health|Public Services
HB 573,Stormwater Management Fee Uses.,2013-04-04,2014-06-21,Public Services|Other|Municipal and County Issues|Legislative Affairs
HB 574,Coastal Prop. Insurance Mitigation.,2013-04-04,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Environmental|Health|Insurance
HB 575,Morrisville Zoning Ordinances.,2013-04-04,2014-03-05,Legislative Affairs|Legal Issues|Municipal and County Issues
HB 579,CFCC Marine Technology Program Funds.,2013-04-05,2014-12-03,"Transportation|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Budget, Spending, and Taxes|Education"
HB 58,Nonprofit Grants/Increase Accountability.,2013-02-05,2014-03-05,"Public Services|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|State Agencies|Education|Business and Consumers"
HB 580,Establish Statewide Telepsychiatry Program.,2013-04-05,2014-03-05,"Public Services|Other|Health|Technology and Communication|Budget, Spending, and Taxes|State Agencies"
HB 581,Trophy Wildlife Sale Permit.,2013-04-05,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Environmental|Other|State Agencies|Animal Rights and Wildlife Issues
HB 582,Legal Services.,2013-04-05,2014-03-05,"Public Services|Judiciary|Labor and Employment|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers"
HB 584,Suspend Truck Inspection/Severe Weather.,2013-04-05,2014-03-05,Transportation|Public Services|Executive Branch|Agriculture and Food|Other|Health|State Agencies
HB 585,PREA Compliance.,2013-04-05,2014-03-05,Public Services|Sexual Orientation and Gender Issues|Family and Children Issues|Crime
HB 586,PUV/Repeal Forest Planning Requirement.,2013-04-05,2014-03-05,"Environmental|Public Services|Legal Issues|Budget, Spending, and Taxes|Housing and Property"
HB 587,Alternate ACT/PLAN for Certain Students.,2013-04-05,2014-12-03,State Agencies|Education|Public Services|Legislative Affairs
HB 588,Public School Report/Flexibility.,2013-04-05,2014-03-05,Transportation|Municipal and County Issues|Public Services|Labor and Employment|Other|State Agencies|Education|Business and Consumers
HB 589,VIVA/Election Reform.,2013-04-05,2014-03-05,"Government Reform|Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|Crime|Campaign Finance and Election Issues|Labor and Employment|Civil Liberties and Civil Rights|Other|Health|Technology and Communication|Budget, Spending, and Taxes|Indigenous Peoples|Housing and Property|State Agencies|Education|Legal Issues"
HB 59,Eliminate Safety Insp./Emission Insp. Req.,2013-02-05,2014-12-03,"Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Environmental|Other|Budget, Spending, and Taxes"
HB 590,Rebuttable Presumption/Shared Parenting.,2013-04-05,2014-03-05,Public Services|Judiciary|Family and Children Issues|Legal Issues
HB 591,Reporting and Terms for Long. Data Board.,2013-04-05,2014-12-03,Government Reform|Legislative Affairs|Public Services|Campaign Finance and Election Issues|Other|Technology and Communication|State Agencies|Education|Science and Medical Research
HB 592,UNC Bd of Gov/Student Member May Vote.,2013-04-13,2014-03-05,State Agencies|Education|Other|Public Services
HB 593,Register of Deeds Hours.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Judiciary|Other|Housing and Property|Resolutions
HB 594,Personal Information Protection Act.,2013-04-13,2014-03-05,Commerce|Public Services|Business and Consumers|State Agencies|Civil Liberties and Civil Rights
HB 595,Gold Star Officer Program/School Volunteer.,2013-04-13,2014-12-03,Legal Issues|Municipal and County Issues|Public Services|Crime|Other|State Agencies|Education|Guns
HB 597,Bail Bondsman/Official Shield.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Judiciary|Crime|Labor and Employment|Other|Technology and Communication|State Agencies|Insurance
HB 598,TRS Surcharge Modernization.,2013-04-13,2014-03-05,State Agencies|Other|Public Services|Technology and Communication
HB 6,NC Right to Work/Secret Ballot Amendments.,2013-02-05,2014-03-05,Commerce|Government Reform|Legislative Affairs|Public Services|Campaign Finance and Election Issues|Labor and Employment
HB 60,Transfer of Indian Cultural Center Property.,2013-02-05,2014-03-05,Recreation|Legislative Affairs|Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Environmental|Indigenous Peoples|State Agencies|Business and Consumers|Legal Issues
HB 600,Concealed Carry/Clerk of Court.,2013-04-13,2014-03-05,Public Services|Guns|Judiciary|Legal Issues
HB 601,Opt Out of Statewide Medicaid Trans. System.,2013-04-13,2014-03-05,Municipal and County Issues|Public Services|Health|State Agencies|Insurance|Welfare and Poverty
HB 602,Impounding Vehicles with Lapsed/No Insurance.,2013-04-13,2014-03-05,Public Services|Insurance|Transportation|Legal Issues|Crime
HB 603,Equal Pay Act.,2013-04-13,2014-03-05,Commerce|Public Services|Labor and Employment
HB 604,State IT/IP Assets.,2013-04-13,2014-05-15,Commerce|Legal Issues|Public Services|Executive Branch|Civil Liberties and Civil Rights|Technology and Communication|Housing and Property|State Agencies|Education|Business and Consumers
